Area Name-Legal/Statistical Area Description,Qualifying Name,FIPS,Summary Level,Geographic Component,State (FIPS),County,County Size Code,County Subdivision (FIPS),Census Tract,Total population: Population in group quarters: Institutionalized population: Correctional institutions
Census Tract 5343.02,"Census Tract 5343.02, Los Angeles County, California",6037534302,140,0,6,37,23,,534302,0
Census Tract 5344.03,"Census Tract 5344.03, Los Angeles County, California",6037534403,140,0,6,37,23,,534403,0
Census Tract 5344.04,"Census Tract 5344.04, Los Angeles County, California",6037534404,140,0,6,37,23,,534404,0
Census Tract 5344.05,"Census Tract 5344.05, Los Angeles County, California",6037534405,140,0,6,37,23,,534405,0
Census Tract 5344.06,"Census Tract 5344.06, Los Angeles County, California",6037534406,140,0,6,37,23,,534406,0
Census Tract 5345.01,"Census Tract 5345.01, Los Angeles County, California",6037534501,140,0,6,37,23,,534501,0
Census Tract 5345.02,"Census Tract 5345.02, Los Angeles County, California",6037534502,140,0,6,37,23,,534502,0
Census Tract 5347,"Census Tract 5347, Los Angeles County, California",6037534700,140,0,6,37,23,,534700,0
Census Tract 5348.02,"Census Tract 5348.02, Los Angeles County, California",6037534802,140,0,6,37,23,,534802,0
Census Tract 5348.03,"Census Tract 5348.03, Los Angeles County, California",6037534803,140,0,6,37,23,,534803,0
Census Tract 5348.04,"Census Tract 5348.04, Los Angeles County, California",6037534804,140,0,6,37,23,,534804,0
Census Tract 5349,"Census Tract 5349, Los Angeles County, California",6037534900,140,0,6,37,23,,534900,0
Census Tract 5350.01,"Census Tract 5350.01, Los Angeles County, California",6037535001,140,0,6,37,23,,535001,0
Census Tract 5350.02,"Census Tract 5350.02, Los Angeles County, California",6037535002,140,0,6,37,23,,535002,0
Census Tract 5351.01,"Census Tract 5351.01, Los Angeles County, California",6037535101,140,0,6,37,23,,535101,0
Census Tract 5351.02,"Census Tract 5351.02, Los Angeles County, California",6037535102,140,0,6,37,23,,535102,0
Census Tract 5352,"Census Tract 5352, Los Angeles County, California",6037535200,140,0,6,37,23,,535200,0
Census Tract 5353,"Census Tract 5353, Los Angeles County, California",6037535300,140,0,6,37,23,,535300,0
Census Tract 5354,"Census Tract 5354, Los Angeles County, California",6037535400,140,0,6,37,23,,535400,0
Census Tract 5355.01,"Census Tract 5355.01, Los Angeles County, California",6037535501,140,0,6,37,23,,535501,0
Census Tract 5355.02,"Census Tract 5355.02, Los Angeles County, California",6037535502,140,0,6,37,23,,535502,0
Census Tract 5355.03,"Census Tract 5355.03, Los Angeles County, California",6037535503,140,0,6,37,23,,535503,0
Census Tract 5356.03,"Census Tract 5356.03, Los Angeles County, California",6037535603,140,0,6,37,23,,535603,0
Census Tract 5356.04,"Census Tract 5356.04, Los Angeles County, California",6037535604,140,0,6,37,23,,535604,0
Census Tract 5356.05,"Census Tract 5356.05, Los Angeles County, California",6037535605,140,0,6,37,23,,535605,0
Census Tract 5356.06,"Census Tract 5356.06, Los Angeles County, California",6037535606,140,0,6,37,23,,535606,0
Census Tract 5356.07,"Census Tract 5356.07, Los Angeles County, California",6037535607,140,0,6,37,23,,535607,0
Census Tract 5357.01,"Census Tract 5357.01, Los Angeles County, California",6037535701,140,0,6,37,23,,535701,0
Census Tract 5357.02,"Census Tract 5357.02, Los Angeles County, California",6037535702,140,0,6,37,23,,535702,0
Census Tract 5358.02,"Census Tract 5358.02, Los Angeles County, California",6037535802,140,0,6,37,23,,535802,0
Census Tract 5358.03,"Census Tract 5358.03, Los Angeles County, California",6037535803,140,0,6,37,23,,535803,0
Census Tract 5358.04,"Census Tract 5358.04, Los Angeles County, California",6037535804,140,0,6,37,23,,535804,0
Census Tract 5359.01,"Census Tract 5359.01, Los Angeles County, California",6037535901,140,0,6,37,23,,535901,0
Census Tract 5359.02,"Census Tract 5359.02, Los Angeles County, California",6037535902,140,0,6,37,23,,535902,0
Census Tract 5360,"Census Tract 5360, Los Angeles County, California",6037536000,140,0,6,37,23,,536000,0
Census Tract 5361.02,"Census Tract 5361.02, Los Angeles County, California",6037536102,140,0,6,37,23,,536102,0
Census Tract 5361.03,"Census Tract 5361.03, Los Angeles County, California",6037536103,140,0,6,37,23,,536103,0
Census Tract 5361.04,"Census Tract 5361.04, Los Angeles County, California",6037536104,140,0,6,37,23,,536104,0
Census Tract 5362,"Census Tract 5362, Los Angeles County, California",6037536200,140,0,6,37,23,,536200,0
Census Tract 5400,"Census Tract 5400, Los Angeles County, California",6037540000,140,0,6,37,23,,540000,0
Census Tract 5401.01,"Census Tract 5401.01, Los Angeles County, California",6037540101,140,0,6,37,23,,540101,0
Census Tract 5401.02,"Census Tract 5401.02, Los Angeles County, California",6037540102,140,0,6,37,23,,540102,0
Census Tract 5402.01,"Census Tract 5402.01, Los Angeles County, California",6037540201,140,0,6,37,23,,540201,0
Census Tract 5402.02,"Census Tract 5402.02, Los Angeles County, California",6037540202,140,0,6,37,23,,540202,0
Census Tract 5402.03,"Census Tract 5402.03, Los Angeles County, California",6037540203,140,0,6,37,23,,540203,0
Census Tract 5403,"Census Tract 5403, Los Angeles County, California",6037540300,140,0,6,37,23,,540300,0
Census Tract 5404,"Census Tract 5404, Los Angeles County, California",6037540400,140,0,6,37,23,,540400,0
Census Tract 5405.01,"Census Tract 5405.01, Los Angeles County, California",6037540501,140,0,6,37,23,,540501,1833
Census Tract 5405.02,"Census Tract 5405.02, Los Angeles County, California",6037540502,140,0,6,37,23,,540502,0
Census Tract 5406,"Census Tract 5406, Los Angeles County, California",6037540600,140,0,6,37,23,,540600,0
Census Tract 5407,"Census Tract 5407, Los Angeles County, California",6037540700,140,0,6,37,23,,540700,0
Census Tract 5408,"Census Tract 5408, Los Angeles County, California",6037540800,140,0,6,37,23,,540800,0
Census Tract 5409.01,"Census Tract 5409.01, Los Angeles County, California",6037540901,140,0,6,37,23,,540901,0
Census Tract 5409.02,"Census Tract 5409.02, Los Angeles County, California",6037540902,140,0,6,37,23,,540902,0
Census Tract 5410.01,"Census Tract 5410.01, Los Angeles County, California",6037541001,140,0,6,37,23,,541001,0
Census Tract 5410.02,"Census Tract 5410.02, Los Angeles County, California",6037541002,140,0,6,37,23,,541002,0
Census Tract 5411,"Census Tract 5411, Los Angeles County, California",6037541100,140,0,6,37,23,,541100,0
Census Tract 5412,"Census Tract 5412, Los Angeles County, California",6037541200,140,0,6,37,23,,541200,0
Census Tract 5413,"Census Tract 5413, Los Angeles County, California",6037541300,140,0,6,37,23,,541300,0
Census Tract 5414,"Census Tract 5414, Los Angeles County, California",6037541400,140,0,6,37,23,,541400,0
Census Tract 5415,"Census Tract 5415, Los Angeles County, California",6037541500,140,0,6,37,23,,541500,0
Census Tract 5416.03,"Census Tract 5416.03, Los Angeles County, California",6037541603,140,0,6,37,23,,541603,0
Census Tract 5416.04,"Census Tract 5416.04, Los Angeles County, California",6037541604,140,0,6,37,23,,541604,0
Census Tract 5416.05,"Census Tract 5416.05, Los Angeles County, California",6037541605,140,0,6,37,23,,541605,0
Census Tract 5416.06,"Census Tract 5416.06, Los Angeles County, California",6037541606,140,0,6,37,23,,541606,0
Census Tract 5417,"Census Tract 5417, Los Angeles County, California",6037541700,140,0,6,37,23,,541700,0
Census Tract 5418.01,"Census Tract 5418.01, Los Angeles County, California",6037541801,140,0,6,37,23,,541801,0
Census Tract 5418.02,"Census Tract 5418.02, Los Angeles County, California",6037541802,140,0,6,37,23,,541802,0
Census Tract 5420,"Census Tract 5420, Los Angeles County, California",6037542000,140,0,6,37,23,,542000,0
Census Tract 5421.03,"Census Tract 5421.03, Los Angeles County, California",6037542103,140,0,6,37,23,,542103,6
Census Tract 5421.04,"Census Tract 5421.04, Los Angeles County, California",6037542104,140,0,6,37,23,,542104,0
Census Tract 5421.05,"Census Tract 5421.05, Los Angeles County, California",6037542105,140,0,6,37,23,,542105,0
Census Tract 5421.06,"Census Tract 5421.06, Los Angeles County, California",6037542106,140,0,6,37,23,,542106,0
Census Tract 5422,"Census Tract 5422, Los Angeles County, California",6037542200,140,0,6,37,23,,542200,0
Census Tract 5424.01,"Census Tract 5424.01, Los Angeles County, California",6037542401,140,0,6,37,23,,542401,8
Census Tract 5424.02,"Census Tract 5424.02, Los Angeles County, California",6037542402,140,0,6,37,23,,542402,0
Census Tract 5425.01,"Census Tract 5425.01, Los Angeles County, California",6037542501,140,0,6,37,23,,542501,0
Census Tract 5425.02,"Census Tract 5425.02, Los Angeles County, California",6037542502,140,0,6,37,23,,542502,0
Census Tract 5426.01,"Census Tract 5426.01, Los Angeles County, California",6037542601,140,0,6,37,23,,542601,0
Census Tract 5426.02,"Census Tract 5426.02, Los Angeles County, California",6037542602,140,0,6,37,23,,542602,0
Census Tract 5427,"Census Tract 5427, Los Angeles County, California",6037542700,140,0,6,37,23,,542700,0
Census Tract 5428,"Census Tract 5428, Los Angeles County, California",6037542800,140,0,6,37,23,,542800,0
Census Tract 5429,"Census Tract 5429, Los Angeles County, California",6037542900,140,0,6,37,23,,542900,6
Census Tract 5430,"Census Tract 5430, Los Angeles County, California",6037543000,140,0,6,37,23,,543000,0
Census Tract 5431,"Census Tract 5431, Los Angeles County, California",6037543100,140,0,6,37,23,,543100,14
Census Tract 5432.01,"Census Tract 5432.01, Los Angeles County, California",6037543201,140,0,6,37,23,,543201,0
Census Tract 5432.02,"Census Tract 5432.02, Los Angeles County, California",6037543202,140,0,6,37,23,,543202,0
Census Tract 5433.04,"Census Tract 5433.04, Los Angeles County, California",6037543304,140,0,6,37,23,,543304,6
Census Tract 5433.05,"Census Tract 5433.05, Los Angeles County, California",6037543305,140,0,6,37,23,,543305,0
Census Tract 5433.06,"Census Tract 5433.06, Los Angeles County, California",6037543306,140,0,6,37,23,,543306,0
Census Tract 5433.21,"Census Tract 5433.21, Los Angeles County, California",6037543321,140,0,6,37,23,,543321,0
Census Tract 5433.22,"Census Tract 5433.22, Los Angeles County, California",6037543322,140,0,6,37,23,,543322,24
Census Tract 5434,"Census Tract 5434, Los Angeles County, California",6037543400,140,0,6,37,23,,543400,0
Census Tract 5435.01,"Census Tract 5435.01, Los Angeles County, California",6037543501,140,0,6,37,23,,543501,2
Census Tract 5435.02,"Census Tract 5435.02, Los Angeles County, California",6037543502,140,0,6,37,23,,543502,0
Census Tract 5435.03,"Census Tract 5435.03, Los Angeles County, California",6037543503,140,0,6,37,23,,543503,0
Census Tract 5436.01,"Census Tract 5436.01, Los Angeles County, California",6037543601,140,0,6,37,23,,543601,0
Census Tract 5436.02,"Census Tract 5436.02, Los Angeles County, California",6037543602,140,0,6,37,23,,543602,0
Census Tract 5436.03,"Census Tract 5436.03, Los Angeles County, California",6037543603,140,0,6,37,23,,543603,0
Census Tract 5436.04,"Census Tract 5436.04, Los Angeles County, California",6037543604,140,0,6,37,23,,543604,0
Census Tract 5437.01,"Census Tract 5437.01, Los Angeles County, California",6037543701,140,0,6,37,23,,543701,0
Census Tract 5437.02,"Census Tract 5437.02, Los Angeles County, California",6037543702,140,0,6,37,23,,543702,0
Census Tract 5437.03,"Census Tract 5437.03, Los Angeles County, California",6037543703,140,0,6,37,23,,543703,5
Census Tract 5438.01,"Census Tract 5438.01, Los Angeles County, California",6037543801,140,0,6,37,23,,543801,0
Census Tract 5438.02,"Census Tract 5438.02, Los Angeles County, California",6037543802,140,0,6,37,23,,543802,0
Census Tract 5439.03,"Census Tract 5439.03, Los Angeles County, California",6037543903,140,0,6,37,23,,543903,0
Census Tract 5439.05,"Census Tract 5439.05, Los Angeles County, California",6037543905,140,0,6,37,23,,543905,43
Census Tract 5440.01,"Census Tract 5440.01, Los Angeles County, California",6037544001,140,0,6,37,23,,544001,0
Census Tract 5440.02,"Census Tract 5440.02, Los Angeles County, California",6037544002,140,0,6,37,23,,544002,0
Census Tract 5500,"Census Tract 5500, Los Angeles County, California",6037550000,140,0,6,37,23,,550000,0
Census Tract 5501,"Census Tract 5501, Los Angeles County, California",6037550100,140,0,6,37,23,,550100,0
Census Tract 5502.01,"Census Tract 5502.01, Los Angeles County, California",6037550201,140,0,6,37,23,,550201,0
Census Tract 5502.02,"Census Tract 5502.02, Los Angeles County, California",6037550202,140,0,6,37,23,,550202,0
Census Tract 5503,"Census Tract 5503, Los Angeles County, California",6037550300,140,0,6,37,23,,550300,0
Census Tract 5504,"Census Tract 5504, Los Angeles County, California",6037550400,140,0,6,37,23,,550400,0
Census Tract 5505,"Census Tract 5505, Los Angeles County, California",6037550500,140,0,6,37,23,,550500,0
Census Tract 5506.01,"Census Tract 5506.01, Los Angeles County, California",6037550601,140,0,6,37,23,,550601,0
Census Tract 5506.02,"Census Tract 5506.02, Los Angeles County, California",6037550602,140,0,6,37,23,,550602,0
Census Tract 5507,"Census Tract 5507, Los Angeles County, California",6037550700,140,0,6,37,23,,550700,5
Census Tract 5508,"Census Tract 5508, Los Angeles County, California",6037550800,140,0,6,37,23,,550800,0
Census Tract 5509.01,"Census Tract 5509.01, Los Angeles County, California",6037550901,140,0,6,37,23,,550901,13
Census Tract 5509.02,"Census Tract 5509.02, Los Angeles County, California",6037550902,140,0,6,37,23,,550902,0
Census Tract 5510,"Census Tract 5510, Los Angeles County, California",6037551000,140,0,6,37,23,,551000,0
Census Tract 5511.01,"Census Tract 5511.01, Los Angeles County, California",6037551101,140,0,6,37,23,,551101,0
Census Tract 5511.02,"Census Tract 5511.02, Los Angeles County, California",6037551102,140,0,6,37,23,,551102,0
Census Tract 5512.01,"Census Tract 5512.01, Los Angeles County, California",6037551201,140,0,6,37,23,,551201,0
Census Tract 5512.02,"Census Tract 5512.02, Los Angeles County, California",6037551202,140,0,6,37,23,,551202,0
Census Tract 5513,"Census Tract 5513, Los Angeles County, California",6037551300,140,0,6,37,23,,551300,0
Census Tract 5514.01,"Census Tract 5514.01, Los Angeles County, California",6037551401,140,0,6,37,23,,551401,0
Census Tract 5514.02,"Census Tract 5514.02, Los Angeles County, California",6037551402,140,0,6,37,23,,551402,0
Census Tract 5515.01,"Census Tract 5515.01, Los Angeles County, California",6037551501,140,0,6,37,23,,551501,0
Census Tract 5515.02,"Census Tract 5515.02, Los Angeles County, California",6037551502,140,0,6,37,23,,551502,0
Census Tract 5516,"Census Tract 5516, Los Angeles County, California",6037551600,140,0,6,37,23,,551600,0
Census Tract 5517,"Census Tract 5517, Los Angeles County, California",6037551700,140,0,6,37,23,,551700,0
Census Tract 5518,"Census Tract 5518, Los Angeles County, California",6037551800,140,0,6,37,23,,551800,0
Census Tract 5519,"Census Tract 5519, Los Angeles County, California",6037551900,140,0,6,37,23,,551900,7
Census Tract 5520.01,"Census Tract 5520.01, Los Angeles County, California",6037552001,140,0,6,37,23,,552001,0
Census Tract 5520.02,"Census Tract 5520.02, Los Angeles County, California",6037552002,140,0,6,37,23,,552002,0
Census Tract 5521,"Census Tract 5521, Los Angeles County, California",6037552100,140,0,6,37,23,,552100,0
Census Tract 5522,"Census Tract 5522, Los Angeles County, California",6037552200,140,0,6,37,23,,552200,0
Census Tract 5523.01,"Census Tract 5523.01, Los Angeles County, California",6037552301,140,0,6,37,23,,552301,230
Census Tract 5523.02,"Census Tract 5523.02, Los Angeles County, California",6037552302,140,0,6,37,23,,552302,0
Census Tract 5524,"Census Tract 5524, Los Angeles County, California",6037552400,140,0,6,37,23,,552400,0
Census Tract 5526.01,"Census Tract 5526.01, Los Angeles County, California",6037552601,140,0,6,37,23,,552601,0
Census Tract 5526.02,"Census Tract 5526.02, Los Angeles County, California",6037552602,140,0,6,37,23,,552602,0
Census Tract 5527,"Census Tract 5527, Los Angeles County, California",6037552700,140,0,6,37,23,,552700,0
Census Tract 5528,"Census Tract 5528, Los Angeles County, California",6037552800,140,0,6,37,23,,552800,0
